Gene	Transcript	Best.transcript	Log2.ratio	FDR	Ctrl462	Ctrl1850	Ctrl18294	Mut1847	Mut1088	Mut20699	Chromosome	Begin	End	GeneDistance	GeneBegin	GeneEnd	RefSeq
Ffar2	uc009ggn.1	1	-1.34376792934544	0.0193600724542353	9.0367004454362	9.00457065358897	9.46265514844735	7.71450153461545	8.16001656668695	7.66199930541523	chr7	31589100	31589295	17470	31603375	31606667	NM_001168509
Ffar2	uc009ggn.1	1	-1.34376792934544	0.0193600724542353	9.0367004454362	9.00457065358897	9.46265514844735	7.71450153461545	8.16001656668695	7.66199930541523	chr7	31589100	31589295	16799	31603375	31605996	NM_001168512
Ffar2	uc009ggn.1	1	-1.34376792934544	0.0193600724542353	9.0367004454362	9.00457065358897	9.46265514844735	7.71450153461545	8.16001656668695	7.66199930541523	chr7	31589100	31589295	17014	31603375	31606211	NM_001168510
Fut9	uc008sei.1	1	-4.07093059628636	1.47203868576221e-05	6.39267479817302	6.52291069119067	7.21765959413271	2.48302206273401	1.81908052342301	2.62717530235616	chr4	25814129	25814317	-87073	25536479	25727150	NM_010243
Fut9	uc008sei.1	1	-4.07093059628636	1.47203868576221e-05	6.39267479817302	6.52291069119067	7.21765959413271	2.48302206273401	1.81908052342301	2.62717530235616	chr4	25724328	25724501	2736	25536479	25727150	NM_010243
Fut9	uc008sei.1	1	-4.07093059628636	1.47203868576221e-05	6.39267479817302	6.52291069119067	7.21765959413271	2.48302206273401	1.81908052342301	2.62717530235616	chr4	25822878	25823078	-95828	25536479	25727150	NM_010243
Gck	uc007hxn.1	1	3.33138846227911	8.72457305966759e-05	3.05151077047267	3.13890012044006	3.14588884585938	6.57009800452327	6.40024130921864	6.12017668860516	chr11	5904551	5904720	-55033	5800825	5849602	NM_010292
Gcnt1	uc008gxn.2	1	1.92890222510743	4.0079839878624e-05	9.89990267095679	10.4722151502129	9.71950062772489	11.7535663726465	12.3425380443097	11.7640234227143	chr19	17398664	17398861	15296	17400630	17414058	NM_001136484
Gcnt1	uc008gxn.2	1	1.92890222510743	4.0079839878624e-05	9.89990267095679	10.4722151502129	9.71950062772489	11.7535663726465	12.3425380443097	11.7640234227143	chr19	17420759	17420970	10293	17400630	17431157	NM_173442
Gcnt1	uc008gxn.2	1	1.92890222510743	4.0079839878624e-05	9.89990267095679	10.4722151502129	9.71950062772489	11.7535663726465	12.3425380443097	11.7640234227143	chr19	17420759	17420970	26470	17400630	17447334	NM_010265
Gcnt1	uc008gxn.2	1	1.92890222510743	4.0079839878624e-05	9.89990267095679	10.4722151502129	9.71950062772489	11.7535663726465	12.3425380443097	11.7640234227143	chr19	17420759	17420970	-6806	17400630	17414058	NM_001136484
Gcnt3	uc009qnt.1	1	-1.55166104224322	0.000826011871815362	14.407950188155	14.240323460867	14.1737507433814	12.6092581229663	12.9939267471389	12.8945915743561	chr9	69887464	69887661	-1667	69879302	69885895	NM_028087
Gcnt3	uc009qnt.1	1	-1.55166104224322	0.000826011871815362	14.407950188155	14.240323460867	14.1737507433814	12.6092581229663	12.9939267471389	12.8945915743561	chr9	69909940	69910120	-24135	69879302	69885895	NM_028087
Gcnt3	uc009qnt.1	1	-1.55166104224322	0.000826011871815362	14.407950188155	14.240323460867	14.1737507433814	12.6092581229663	12.9939267471389	12.8945915743561	chr9	69894224	69894392	-8413	69879302	69885895	NM_028087
Gcnt3	uc009qnt.1	1	-1.55166104224322	0.000826011871815362	14.407950188155	14.240323460867	14.1737507433814	12.6092581229663	12.9939267471389	12.8945915743561	chr9	69915534	69915720	-29732	69879302	69885895	NM_028087
Gmds	uc007pzq.1	1	-1.38331419593283	0.00776359077230975	12.6780487775054	12.0678127504195	12.1459630262894	10.9993221638165	11.1372380132267	10.9326067684818	chr13	32261188	32261363	169138	31911454	32430413	NM_146041
Gmds	uc007pzq.1	1	-1.38331419593283	0.00776359077230975	12.6780487775054	12.0678127504195	12.1459630262894	10.9993221638165	11.1372380132267	10.9326067684818	chr13	32474206	32474387	-43883	31911454	32430413	NM_146041
Gmds	uc007pzq.1	1	-1.38331419593283	0.00776359077230975	12.6780487775054	12.0678127504195	12.1459630262894	10.9993221638165	11.1372380132267	10.9326067684818	chr13	32415681	32415909	14618	31911454	32430413	NM_146041
Gmds	uc007pzq.1	1	-1.38331419593283	0.00776359077230975	12.6780487775054	12.0678127504195	12.1459630262894	10.9993221638165	11.1372380132267	10.9326067684818	chr13	32410268	32410484	20037	31911454	32430413	NM_146041
Gmds	uc007pzq.1	1	-1.38331419593283	0.00776359077230975	12.6780487775054	12.0678127504195	12.1459630262894	10.9993221638165	11.1372380132267	10.9326067684818	chr13	32409395	32409595	20918	31911454	32430413	NM_146041
Gmds	uc007pzq.1	1	-1.38331419593283	0.00776359077230975	12.6780487775054	12.0678127504195	12.1459630262894	10.9993221638165	11.1372380132267	10.9326067684818	chr13	32206410	32206659	223879	31911454	32430413	NM_146041
Gmds	uc007pzq.1	1	-1.38331419593283	0.00776359077230975	12.6780487775054	12.0678127504195	12.1459630262894	10.9993221638165	11.1372380132267	10.9326067684818	chr13	32425920	32426092	4407	31911454	32430413	NM_146041
Gna14	uc008gwu.2	1	-2.60636471359308	0.00630650085615991	8.65447438011889	7.84768413029877	10.0555627424906	5.92947792238526	5.914005366927	7.18620149283169	chr19	16509446	16509685	-591	16510156	16685308	NM_008137
Gstm3	uc008qxv.1	1	-2.00325484938824	0.0219364791822155	9.8649714727264	9.04484401872853	7.74520003068075	7.10509633567713	7.8154578743187	6.42179205088527	chr3	107771738	107771946	250	107766613	107772092	NM_010359
Hsd17b2	uc009npf.1	1	-1.46543849563148	0.00357517163347307	12.3549358931797	12.4989971236774	11.9186391566802	11.0500562468007	10.8779651645372	10.777991837737	chr8	120219784	120219984	-5961	120225845	120282929	NM_008290
Hsd17b2	uc009npf.1	1	-1.46543849563148	0.00357517163347307	12.3549358931797	12.4989971236774	11.9186391566802	11.0500562468007	10.8779651645372	10.777991837737	chr8	120225281	120225440	-485	120225845	120282929	NM_008290
Igdcc4	uc012gvg.1	1	-1.5705444042744	0.00228525881713389	10.6500125135199	10.6298578132927	10.9244958810871	8.58211991774041	8.95077168074903	9.92490109494631	chr9	64955825	64956056	6639	64949301	64985750	NM_020043
Insrr	uc008psy.2	1	-4.88876371112321	1.62470996957869e-10	8.30166634778711	8.03502171138932	9.3419677620446	1.797040311211	4.11809649301441	3.9758349975705	chr3	87605651	87605837	4872	87600872	87620023	NM_011832
Itih2	uc008ihq.2	1	-3.43681184285942	0.03820495266594	4.55025157762443	3.46520069276647	4.73899636528623	0	0	0	chr2	10064583	10064780	-12371	10016217	10052310	NM_010582
Kcne3	uc009imp.2	1	-2.06049342462538	2.10575923071896e-07	11.5646951811142	11.3995541781964	11.1237263146984	9.09871078332014	9.48842074921433	9.65389023295239	chr7	107328674	107328853	1571	107327192	107333379	NM_001190871
Kcne3	uc009imp.2	1	-2.06049342462538	2.10575923071896e-07	11.5646951811142	11.3995541781964	11.1237263146984	9.09871078332014	9.48842074921433	9.65389023295239	chr7	107328674	107328853	1571	107327192	107333379	NM_001190950
Kcne3	uc009imp.2	1	-2.06049342462538	2.10575923071896e-07	11.5646951811142	11.3995541781964	11.1237263146984	9.09871078332014	9.48842074921433	9.65389023295239	chr7	107328674	107328853	1571	107327192	107333379	NM_020574
Kcne3	uc009imp.2	1	-2.06049342462538	2.10575923071896e-07	11.5646951811142	11.3995541781964	11.1237263146984	9.09871078332014	9.48842074921433	9.65389023295239	chr7	107328674	107328853	3584	107325179	107333379	NM_001190869
Kcne3	uc009imp.2	1	-2.06049342462538	2.10575923071896e-07	11.5646951811142	11.3995541781964	11.1237263146984	9.09871078332014	9.48842074921433	9.65389023295239	chr7	107328674	107328853	1571	107327192	107333379	NM_001190870
Kdm5d	uc009uzb.1	1	7.68038484525469	3.30543165593604e-05	0	2.62717530235616	0	9.59276889640199	0	10.0277637221858	chrY	235572	235746	1429	234230	280254	NM_011419
Maf	uc009nof.1	1	2.37972615676777	4.11059068846815e-06	9.30327851166106	8.92540892788642	8.76735765203478	11.5437139081872	11.7066051621954	10.3685567362052	chr8	118281993	118282170	-51287	118227152	118230794	NM_001025577
Maob	uc009ssb.2	1	-1.93650076925857	0.000818134180669042	10.1101385529941	9.68706099616559	9.76444324693995	7.70389062060091	7.30113696368413	8.70483944879659	chrX	16390968	16391141	3438	16286406	16394492	NM_172778
Mkx	uc008dzp.2	1	-1.72154500273954	0.00319285921229883	9.35790204067704	9.7784843050913	9.52753137872076	7.12272716616282	7.97089878034391	8.3771736979219	chr18	7004680	7004844	15	6934963	7004777	NM_177595
Mkx	uc008dzp.2	1	-1.72154500273954	0.00319285921229883	9.35790204067704	9.7784843050913	9.52753137872076	7.12272716616282	7.97089878034391	8.3771736979219	chr18	6989374	6989584	15298	6934963	7004777	NM_177595
Mmp15	uc009myh.1	1	-2.54723537799281	4.45216963007476e-09	12.2800351700268	12.1612154140464	11.8123085996708	9.43863115337467	9.18991665641372	10.2959440751795	chr8	97883275	97883444	7123	97876236	97898193	NM_008609
Mmp15	uc009myh.1	1	-2.54723537799281	4.45216963007476e-09	12.2800351700268	12.1612154140464	11.8123085996708	9.43863115337467	9.18991665641372	10.2959440751795	chr8	97887858	97888071	11728	97876236	97898193	NM_008609
Mpst	uc007wpf.2	1	-1.68970880393068	0.0259393098466745	12.8053635644657	12.1324056745051	10.9624308287704	10.7349734706436	10.6183418827228	10.4502305679733	chr15	78240064	78240223	2913	78237230	78244445	NM_001162492
Mpst	uc007wpf.2	1	-1.68970880393068	0.0259393098466745	12.8053635644657	12.1324056745051	10.9624308287704	10.7349734706436	10.6183418827228	10.4502305679733	chr15	78240064	78240223	3002	78237141	78244445	NM_001162493
Mpst	uc007wpf.2	1	-1.68970880393068	0.0259393098466745	12.8053635644657	12.1324056745051	10.9624308287704	10.7349734706436	10.6183418827228	10.4502305679733	chr15	78240064	78240223	2610	78237533	78244445	NM_138670
Nov	uc007vrn.1	1	-3.23149396678963	0.0181709392280804	11.1080515329673	9.68706099616559	10.451756070572	5.1519969341566	5.16435486443514	8.76816421306264	chr15	54642404	54642644	65042	54577482	54585316	NM_010930
Nupr1	uc009jsd.1	1	-1.50593296143878	0.00868876082062107	12.5992495487361	11.3252370272557	12.8832593710198	10.7543990091338	10.7351167266603	11.299727566853	chr7	133780287	133780478	-11398	133766759	133768984	NM_019738
Paqr8	uc007ald.1	1	-2.10313214084051	0.0286679983816458	10.86725436171	10.4142081885994	10.0405182984103	9.44306019586543	6.54592191709143	8.02531647580302	chr1	20853869	20854113	-26711	20880702	20928837	NM_028829
Pde8b	uc007rmd.2	1	-1.35452715724599	0.00333031333207469	9.9373388662023	9.74141570497218	9.82181604564984	8.33031865565717	8.50620130946769	8.77482889492098	chr13	95883782	95884020	109104	95794059	95993005	NM_001170669
Pde8b	uc007rmd.2	1	-1.35452715724599	0.00333031333207469	9.9373388662023	9.74141570497218	9.82181604564984	8.33031865565717	8.50620130946769	8.77482889492098	chr13	96030469	96030689	-10320	95794059	96020259	NM_172263
Pde8b	uc007rmd.2	1	-1.35452715724599	0.00333031333207469	9.9373388662023	9.74141570497218	9.82181604564984	8.33031865565717	8.50620130946769	8.77482889492098	chr13	95883782	95884020	136358	95794059	96020259	NM_172263
Pdk4	uc009awk.1	1	1.85718174050674	1.77903485842238e-07	9.32049024419765	9.54843939678193	9.70013264225825	11.2655094705789	11.4191722861306	11.4599328586722	chr6	5459792	5459995	-13615	5433350	5446278	NM_013743
Pim3	uc007xeq.1	1	-1.04379218206407	0.0420656761503684	10.8118381408271	10.8879484709317	10.6579746992853	9.81031028439961	9.68703499720996	9.90507885858701	chr15	88739320	88739521	46797	88692623	88696156	NM_145478
Pim3	uc007xeq.1	1	-1.04379218206407	0.0420656761503684	10.8118381408271	10.8879484709317	10.6579746992853	9.81031028439961	9.68703499720996	9.90507885858701	chr15	88682236	88682497	-10257	88692623	88696156	NM_145478
Pim3	uc007xeq.1	1	-1.04379218206407	0.0420656761503684	10.8118381408271	10.8879484709317	10.6579746992853	9.81031028439961	9.68703499720996	9.90507885858701	chr15	88681016	88681241	-11495	88692623	88696156	NM_145478
Pla2g10	uc007ygi.1	1	-2.21569388400321	1.63617818014582e-05	10.4742875812752	10.0199377436021	9.72748943391775	7.64154834130068	7.51713361416226	8.59307764646177	chr16	13729664	13729842	925	13715154	13730678	NM_011987
Pla2g10	uc007ygi.1	1	-2.21569388400321	1.63617818014582e-05	10.4742875812752	10.0199377436021	9.72748943391775	7.64154834130068	7.51713361416226	8.59307764646177	chr16	13715235	13715437	15342	13715154	13730678	NM_011987
Pla2g2f	uc008vlf.2	1	3.09213148424049	0.00830675666607766	5.64470396400034	5.31737042634196	5.23404582416192	6.65133315357944	7.05752222565622	9.63474276080306	chr4	138303883	138304055	9544	138306447	138313513	NM_012045
Pllp	uc009mwv.1	1	-2.20025773216032	1.27951089727763e-06	11.2285540957986	11.1739949463576	11.0122668700816	8.60395480578781	8.58579105776012	9.72305753599133	chr8	97202637	97202798	17425	97198794	97220142	NM_026385
Pllp	uc009mwv.1	1	-2.20025773216032	1.27951089727763e-06	11.2285540957986	11.1739949463576	11.0122668700816	8.60395480578781	8.58579105776012	9.72305753599133	chr8	97210004	97210196	10042	97198794	97220142	NM_026385
Pnoc	uc007uji.1	1	6.18513997100245	2.29494061832361e-06	0	0	0	7.49443103859005	7.72691513633963	3.89065358525282	chr14	66006920	66007192	37253	66019509	66044309	NM_010932
Pnoc	uc007uji.1	1	6.18513997100245	2.29494061832361e-06	0	0	0	7.49443103859005	7.72691513633963	3.89065358525282	chr14	66006920	66007192	37253	66019509	66044309	NM_001205075
Pou2af1	uc009plg.1	1	1.78031786146667	0.0145020171198336	7.09608028021688	7.03595263357039	7.41114111038465	9.4917453364061	8.70954742736436	8.0695805381925	chr9	50976192	50976347	-45525	51021794	51048184	NM_011136
Pqlc1	uc008fsy.2	1	-1.36079641162227	0.00630650085615991	9.78067980164898	9.90089857828123	9.65777786177996	8.27323153360653	8.30433339156533	8.84915042732987	chr18	80424025	80424220	-27861	80451983	80489463	NM_001164420
Pqlc1	uc008fsy.2	1	-1.36079641162227	0.00630650085615991	9.78067980164898	9.90089857828123	9.65777786177996	8.27323153360653	8.30433339156533	8.84915042732987	chr18	80424025	80424220	-28922	80453044	80489463	NM_001164421
Pqlc1	uc008fsy.2	1	-1.36079641162227	0.00630650085615991	9.78067980164898	9.90089857828123	9.65777786177996	8.27323153360653	8.30433339156533	8.84915042732987	chr18	80424025	80424220	-28922	80453044	80471885	NM_001164423
Pqlc1	uc008fsy.2	1	-1.36079641162227	0.00630650085615991	9.78067980164898	9.90089857828123	9.65777786177996	8.27323153360653	8.30433339156533	8.84915042732987	chr18	80424025	80424220	-28842	80452964	80489463	NM_001164422
